noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,-6.77,-6.57,-9.28,-51.75,15960.86,15960.86,242870.61
0.00,0.40,-6.77,-23.22,-36.13,-243.49,-31359.10,-36.13,-55.61
0.00,0.80,-6.77,-50.61,-82.23,-582.90,-97180.60,-82.23,-62.46
0.00,1.20,-6.77,-68.14,-110.49,-812.85,-139253.90,-110.49,-62.15
0.00,1.60,-6.77,-80.88,-129.55,-945.19,-163982.30,-129.55,-60.18
0.00,2.00,-6.77,-89.52,-142.12,-1028.64,-180838.78,-142.12,-58.75
0.00,2.40,-6.77,-95.03,-149.41,-1096.00,-190223.38,-149.41,-57.23
0.00,2.80,-6.77,-100.13,-156.42,-1136.74,-202639.89,-156.42,-56.22
0.00,3.00,-6.77,-99.50,-159.65,-1158.22,-203333.35,-159.65,-60.44
