noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,20.63,20.73,-8.68,6.09,3983.72,3983.72,19117.17
0.00,0.40,20.63,-23.54,-40.16,-231.35,-44402.98,-40.16,-70.65
0.00,0.80,20.63,-53.60,-88.77,-630.90,-112804.46,-88.77,-65.61
0.00,1.20,20.63,-71.66,-118.37,-854.90,-151689.10,-118.37,-65.19
0.00,1.60,20.63,-82.58,-137.74,-988.29,-175407.63,-137.74,-66.79
0.00,2.00,20.63,-89.42,-148.48,-1081.31,-191436.50,-148.48,-66.05
0.00,2.40,20.63,-94.49,-154.71,-1127.21,-200442.56,-154.71,-63.74
0.00,2.80,20.63,-99.39,-160.22,-1177.67,-209503.83,-160.22,-61.21
0.00,3.00,20.63,-99.71,-163.68,-1191.19,-210559.65,-163.68,-64.15
