delay_k,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1,-33.84,0.23,-54.29,3.36,-63.38,6.20,-54.29,-60.44
2,-35.25,0.22,-54.84,3.38,-62.37,6.20,-54.84,-55.56
3,-41.61,0.22,-57.89,3.39,-63.76,6.23,-57.89,-39.15
5,-57.20,0.23,-58.96,3.41,-64.94,6.20,-58.96,-3.07
8,-98.76,0.23,-59.99,3.36,-65.16,6.19,-59.99,39.25
