delay_k,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1,-30.48,0.20,-57.64,3.34,-63.69,6.26,-57.64,-89.10
2,-32.06,0.22,-58.25,3.36,-62.67,6.26,-58.25,-81.68
3,-39.01,0.20,-61.15,3.36,-64.07,6.26,-61.15,-56.75
5,-56.98,0.22,-61.79,3.31,-65.09,6.14,-61.79,-8.44
8,-99.02,0.23,-62.29,3.39,-65.26,6.26,-62.29,37.10
