noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1.00,0.00,4.86,-19.23,-10.24,-9.38,-191.17,-9.38,51.21
1.00,1.00,4.86,-7.29,-5.47,-3.38,-285.30,-3.38,53.58
1.00,2.00,4.86,-15.97,-5.03,-5.47,-812.88,-5.03,68.48
1.00,3.00,4.86,-23.60,-6.39,-7.15,-1317.94,-6.39,72.94
