noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1.00,0.00,65.31,-4.20,1.91,-37.54,-141.38,1.91,145.36
1.00,1.00,65.31,10.74,9.52,10.12,3.72,10.12,-5.76
1.00,2.00,65.31,2.47,4.29,5.37,8.12,8.12,228.03
1.00,3.00,65.31,2.79,2.06,3.72,1.98,3.72,33.21
