noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
-1.00,0.00,4.38,4.14,0.83,4.77,0.62,4.77,15.24
-1.00,1.00,4.38,-1.21,-0.89,1.43,-463.67,1.43,218.28
-1.00,2.00,4.38,-11.33,-4.18,-2.79,-1379.31,-2.79,75.35
-1.00,3.00,4.38,-21.41,-5.88,-7.21,-1925.22,-5.88,72.52
