noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,101.18,93.80,47.13,66.47,74.16,74.16,-20.94
0.00,0.40,101.18,52.82,29.89,39.11,57.94,57.94,9.70
0.00,0.80,101.18,23.71,16.92,21.99,28.93,28.93,21.98
0.00,1.20,101.18,13.60,11.04,14.35,22.85,22.85,68.04
0.00,1.60,101.18,7.03,7.10,9.62,13.40,13.40,90.47
0.00,2.00,101.18,2.34,3.58,2.73,14.61,14.61,525.42
0.00,2.40,101.18,0.25,1.99,2.45,10.69,10.69,4126.35
0.00,2.80,101.18,-0.59,0.67,1.37,9.21,9.21,1648.36
0.00,3.00,101.18,-2.36,-0.64,2.08,6.99,6.99,396.67
