noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1.00,0.00,-55.67,-127.16,-62.00,-62.12,-108.84,-62.00,51.24
1.00,1.00,-55.67,-87.24,-60.85,-59.88,-102.50,-59.88,31.36
1.00,2.00,-55.67,-136.54,-59.68,-69.13,-121.38,-59.68,56.29
1.00,3.00,-55.67,-153.03,-61.65,-63.54,-110.85,-61.65,59.72
