noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
-1.00,0.00,4.38,4.49,2.21,7.24,-17.95,7.24,61.21
-1.00,1.00,4.38,-3.88,-1.84,3.03,-526.42,3.03,178.17
-1.00,2.00,4.38,-13.05,-4.84,-3.44,-1500.09,-3.44,73.67
-1.00,3.00,4.38,-20.36,-5.80,-8.27,-1850.14,-5.80,71.52
