noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
0.00,0.00,153.94,-51.63,138.94,-46.74,4.63,14.39,83.81,-28.06,2.79,17.00,72.08,-24.20,2.40,17.27,157.99,-52.95,5.27,13.88,103.80,-34.79,3.46,13.97,126.64,-42.47,4.22,13.57,112.50,-37.73,3.75,14.45,103.80,-28.06,-25.29,39.97
0.00,1.00,153.94,-51.63,38.85,-14.38,1.29,17.27,31.54,-11.49,1.05,18.53,30.30,-11.21,1.01,18.64,39.04,-14.31,1.30,17.48,37.65,-14.67,1.25,17.45,36.75,-13.55,1.23,17.53,36.11,-13.92,1.20,17.46,37.65,-11.49,-3.09,20.05
0.00,2.00,153.94,-51.63,22.35,-13.92,0.74,19.26,20.62,-11.41,0.69,19.41,22.57,-13.32,0.75,19.67,24.75,-13.59,0.82,18.80,22.80,-15.71,0.76,18.97,24.23,-13.84,0.81,18.86,20.96,-13.89,0.70,19.17,22.80,-11.41,2.01,18.06
0.00,3.00,153.94,-51.63,17.25,-15.13,0.57,19.87,17.14,-13.73,0.57,20.50,17.70,-15.34,0.59,19.92,18.90,-15.08,0.63,19.54,17.89,-16.82,0.60,19.65,17.74,-16.19,0.59,19.67,18.11,-16.70,0.60,19.80,17.89,-13.73,3.70,9.25
