noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
1.00,0.00,85.35,-30.13,79.61,-28.55,2.65,15.96,66.60,-23.39,2.22,17.64,57.56,-20.98,1.92,18.33,85.65,-30.10,2.85,16.49,57.45,-21.96,1.92,16.44,75.53,-27.40,2.52,15.78,63.45,-23.74,2.12,16.51,66.60,-21.96,-16.34,23.09
1.00,1.00,85.35,-30.13,28.35,-15.45,0.94,18.34,24.04,-12.74,0.80,19.44,23.44,-13.62,0.78,19.57,28.50,-13.61,0.95,18.27,26.10,-16.02,0.87,18.96,25.65,-14.33,0.85,19.01,24.00,-14.75,0.80,19.09,26.10,-12.74,-7.94,17.51
1.00,2.00,85.35,-30.13,18.71,-17.15,0.62,19.75,17.81,-13.74,0.59,19.77,18.90,-16.71,0.63,20.02,19.91,-14.78,0.66,19.40,19.95,-19.83,0.67,19.40,18.26,-16.17,0.61,19.77,17.70,-17.83,0.59,19.84,19.95,-13.74,6.61,19.92
1.00,3.00,85.35,-30.13,15.07,-18.36,0.50,20.27,14.44,-15.48,0.48,20.53,16.84,-18.52,0.56,20.04,14.96,-16.85,0.50,20.26,15.19,-19.71,0.51,20.15,14.29,-18.86,0.48,20.26,13.57,-18.72,0.45,20.42,15.19,-15.48,0.75,15.71
