noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
0.00,0.00,139.57,-50.48,142.50,-50.91,4.75,14.05,75.26,-27.50,2.51,17.63,72.19,-26.30,2.41,17.22,150.60,-53.62,5.02,13.72,95.85,-35.38,3.19,14.34,132.79,-47.65,4.43,13.39,104.85,-38.01,3.50,14.70,95.85,-27.50,-32.74,45.98
0.00,1.00,139.57,-50.48,31.61,-15.52,1.05,17.84,26.06,-12.67,0.87,19.02,25.43,-12.88,0.85,19.23,35.33,-16.02,1.18,18.07,26.96,-14.57,0.90,18.55,30.86,-14.55,1.03,18.45,29.62,-15.62,0.99,18.18,26.96,-12.67,-14.71,18.38
0.00,2.00,139.57,-50.48,21.26,-16.97,0.71,19.55,17.32,-13.39,0.58,20.28,17.81,-15.34,0.59,19.96,23.44,-16.01,0.78,19.23,19.31,-18.65,0.64,19.08,19.88,-15.83,0.66,19.33,20.32,-17.37,0.68,19.55,19.31,-13.39,-9.17,21.10
0.00,3.00,139.57,-50.48,16.95,-17.79,0.56,19.93,14.59,-15.43,0.49,20.62,15.53,-17.41,0.52,20.29,16.69,-16.79,0.56,20.03,15.26,-19.09,0.51,20.40,15.82,-19.00,0.53,19.88,17.10,-19.43,0.57,19.81,15.26,-15.43,-9.96,13.26
