noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
-1.00,0.00,144.82,-52.32,143.06,-51.09,4.77,13.74,74.44,-27.26,2.48,17.52,71.25,-25.97,2.38,17.30,141.82,-50.50,4.73,13.71,99.26,-36.73,3.31,14.45,130.24,-46.76,4.34,13.79,107.81,-39.02,3.59,14.51,99.26,-27.26,-30.62,46.64
-1.00,1.00,144.82,-52.32,33.00,-16.04,1.10,17.79,28.35,-13.53,0.94,19.08,23.66,-12.27,0.79,19.22,34.58,-15.87,1.15,18.32,29.44,-15.37,0.98,18.16,28.57,-13.85,0.95,18.68,31.31,-16.10,1.04,18.26,29.44,-13.53,-10.80,15.64
-1.00,2.00,144.82,-52.32,19.69,-16.53,0.66,19.73,16.61,-13.10,0.55,20.33,18.15,-15.32,0.60,19.92,22.20,-15.60,0.74,19.09,19.69,-18.59,0.66,19.18,18.41,-15.38,0.61,19.61,20.62,-17.72,0.69,19.43,19.69,-13.10,0.00,20.76
-1.00,3.00,144.82,-52.32,17.10,-17.91,0.57,20.02,14.89,-15.54,0.50,20.62,14.44,-17.07,0.48,20.45,16.69,-16.74,0.56,20.02,15.86,-19.25,0.53,20.18,15.56,-18.89,0.52,20.05,18.00,-20.01,0.60,19.65,15.86,-15.54,-7.24,13.26
