noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
0.00,0.00,95.70,-32.86,98.47,-33.94,3.28,14.33,50.77,-17.91,1.69,17.80,48.30,-16.93,1.61,18.01,107.89,-37.32,3.60,13.91,79.35,-29.02,2.65,14.44,107.29,-37.05,3.58,14.07,71.59,-25.86,2.39,15.09,79.35,-17.91,-19.42,47.24
0.00,1.00,95.70,-32.86,36.00,-16.78,1.20,17.57,23.85,-11.95,0.80,19.13,27.07,-13.12,0.90,18.75,35.85,-16.29,1.20,17.58,30.52,-16.15,1.02,18.05,32.81,-15.30,1.09,17.81,30.90,-16.17,1.03,18.21,30.52,-11.95,-15.21,28.80
0.00,2.00,95.70,-32.86,20.96,-16.54,0.70,19.33,19.05,-14.33,0.64,19.89,19.20,-15.78,0.64,19.79,20.96,-15.35,0.70,19.29,21.68,-19.31,0.72,19.11,21.86,-16.62,0.73,18.89,21.98,-17.89,0.73,19.47,21.68,-14.33,3.40,13.36
0.00,3.00,95.70,-32.86,17.18,-18.23,0.57,19.87,18.07,-16.69,0.60,20.48,17.48,-17.69,0.58,20.09,18.11,-17.78,0.60,19.78,16.31,-19.70,0.54,19.96,18.19,-19.20,0.61,20.00,18.15,-20.43,0.60,19.93,18.07,-16.69,5.24,8.48
