noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
-1.00,0.00,83.40,-29.53,82.05,-29.38,2.73,16.22,68.47,-24.07,2.28,17.46,56.44,-20.61,1.88,18.36,84.60,-29.64,2.82,16.37,54.38,-20.73,1.81,16.19,72.15,-26.25,2.40,15.80,63.23,-23.49,2.11,16.09,68.47,-20.73,-16.54,29.45
-1.00,1.00,83.40,-29.53,28.76,-15.79,0.96,18.47,24.23,-12.70,0.81,19.48,21.86,-13.17,0.73,19.75,31.50,-14.48,1.05,18.24,26.32,-15.97,0.88,18.62,24.86,-14.07,0.83,19.02,24.79,-15.09,0.83,19.26,26.32,-12.70,-8.47,19.59
-1.00,2.00,83.40,-29.53,20.14,-17.64,0.67,19.80,18.07,-13.66,0.60,19.85,18.45,-16.64,0.61,20.07,18.75,-14.67,0.62,19.35,18.94,-19.17,0.63,19.55,19.20,-16.49,0.64,19.51,16.80,-17.59,0.56,19.90,18.94,-13.66,-5.96,22.57
-1.00,3.00,83.40,-29.53,16.20,-18.70,0.54,20.18,14.32,-15.26,0.48,20.63,16.65,-18.46,0.56,19.87,14.51,-16.84,0.48,20.31,15.19,-19.73,0.51,20.08,13.80,-18.81,0.46,20.34,13.12,-18.44,0.44,20.37,15.19,-15.26,-6.25,18.42
