noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
-1.00,0.00,157.28,-52.69,145.76,-48.97,4.86,14.13,82.95,-27.80,2.77,17.14,71.33,-23.96,2.38,17.36,162.94,-54.59,5.43,13.73,109.88,-36.80,3.66,13.85,126.34,-42.35,4.21,13.66,113.92,-38.19,3.80,14.38,109.88,-27.80,-24.62,43.22
-1.00,1.00,157.28,-52.69,39.67,-14.68,1.32,17.32,30.71,-11.24,1.02,18.49,30.41,-11.24,1.01,18.80,38.96,-14.33,1.30,17.71,34.73,-13.62,1.16,17.67,37.50,-13.79,1.25,17.43,36.90,-14.20,1.23,17.27,34.73,-11.24,-12.48,23.44
-1.00,2.00,157.28,-52.69,23.93,-14.45,0.80,18.99,20.74,-11.51,0.69,19.43,22.20,-13.16,0.74,19.74,24.60,-13.48,0.82,18.90,21.79,-15.36,0.73,18.95,24.71,-14.00,0.82,18.91,21.98,-14.31,0.73,19.21,21.79,-11.51,-8.93,20.35
-1.00,3.00,157.28,-52.69,17.59,-15.29,0.59,19.81,16.24,-13.37,0.54,20.67,18.30,-15.49,0.61,19.81,19.12,-15.16,0.64,19.67,18.38,-16.99,0.61,19.67,16.88,-16.02,0.56,19.73,17.93,-16.75,0.60,19.85,18.38,-13.37,4.48,12.51
