noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
0.00,0.00,85.99,-30.19,78.60,-28.17,2.62,16.24,70.05,-24.53,2.33,17.42,57.64,-20.89,1.92,18.09,86.51,-30.23,2.88,16.25,56.74,-21.61,1.89,16.31,75.15,-27.41,2.50,15.50,67.54,-25.03,2.25,16.12,70.05,-21.61,-10.88,23.30
0.00,1.00,85.99,-30.19,29.55,-15.97,0.98,18.20,23.85,-12.63,0.80,19.27,23.55,-13.71,0.79,19.77,29.70,-14.10,0.99,18.29,24.60,-15.47,0.82,18.88,25.16,-14.14,0.84,19.15,24.26,-15.04,0.81,19.09,24.60,-12.63,-16.75,20.93
0.00,2.00,85.99,-30.19,18.75,-17.08,0.62,19.90,18.00,-13.67,0.60,19.98,19.31,-17.07,0.64,19.98,20.21,-14.80,0.67,19.31,19.57,-19.59,0.65,19.56,20.77,-17.03,0.69,19.43,16.95,-17.57,0.56,19.82,19.57,-13.67,4.40,19.96
0.00,3.00,85.99,-30.19,15.56,-18.49,0.52,20.14,14.62,-15.49,0.49,20.70,16.01,-18.22,0.53,20.03,15.11,-16.96,0.50,20.38,13.91,-19.40,0.46,20.20,14.74,-18.95,0.49,20.30,13.69,-18.86,0.46,20.32,14.62,-15.49,-6.02,16.23
