noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
1.00,0.00,99.53,-34.14,100.01,-34.59,3.33,14.21,51.34,-18.11,1.71,17.77,48.11,-16.95,1.60,18.02,102.79,-35.61,3.43,14.19,79.09,-28.86,2.64,14.22,104.85,-36.32,3.50,13.99,74.55,-26.77,2.48,15.19,79.09,-18.11,-20.92,47.65
1.00,1.00,99.53,-34.14,34.84,-16.46,1.16,17.55,24.04,-12.01,0.80,18.95,25.99,-12.73,0.87,19.08,34.88,-15.71,1.16,18.05,27.68,-15.15,0.92,18.43,31.88,-14.93,1.06,18.27,30.52,-16.05,1.02,18.19,27.68,-12.01,-20.56,27.02
1.00,2.00,99.53,-34.14,21.26,-16.65,0.71,19.38,19.39,-14.39,0.65,19.91,20.51,-16.14,0.68,19.66,22.27,-15.68,0.74,19.05,21.75,-19.28,0.72,19.14,21.79,-16.70,0.73,19.00,23.93,-18.56,0.80,19.07,21.75,-14.39,2.29,13.55
1.00,3.00,99.53,-34.14,16.24,-18.03,0.54,20.00,16.84,-16.31,0.56,20.38,17.85,-17.92,0.59,20.05,17.14,-17.19,0.57,20.05,16.61,-19.82,0.55,19.78,18.26,-19.40,0.61,20.07,17.70,-20.54,0.59,19.91,16.84,-16.31,3.70,9.53
