noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
-1.00,0.00,-8.60,0.26,-8.83,0.29,-10.62,3.54,-13.57,6.42,-10.62,-20.35
-1.00,1.00,-8.60,0.26,-16.80,0.28,-12.08,3.54,-13.72,6.41,-12.08,28.13
-1.00,2.00,-8.60,0.26,-24.94,0.28,-13.41,3.52,-14.24,6.41,-13.41,46.26
-1.00,3.00,-8.60,0.26,-28.73,0.25,-13.59,3.51,-14.30,6.40,-13.59,52.71
