noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
-1.00,0.00,-422.29,0.36,-424.55,0.39,-450.82,3.81,-427.57,6.88,-427.57,-0.71
-1.00,1.00,-422.29,0.36,-533.33,0.38,-521.02,3.81,-555.18,6.87,-521.02,2.31
-1.00,2.00,-422.29,0.36,-630.09,0.39,-587.46,3.82,-629.94,6.86,-587.46,6.77
-1.00,3.00,-422.29,0.36,-674.04,0.38,-609.02,3.80,-668.85,6.89,-609.02,9.65
