noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
-1.00,0.00,61.92,0.49,64.59,0.52,33.29,4.09,48.16,7.26,48.16,-25.44
-1.00,1.00,61.92,0.49,21.41,0.52,14.45,4.11,14.64,7.27,14.64,-31.64
-1.00,2.00,61.92,0.49,6.17,0.52,4.66,4.09,3.30,7.27,4.66,-24.37
-1.00,3.00,61.92,0.49,-0.73,0.51,-1.55,4.08,-2.08,7.30,-1.55,-112.64
