noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,-8.78,0.26,-8.34,0.27,-10.63,3.53,-13.45,6.47,-10.63,-27.52
0.00,1.00,-8.78,0.26,-17.01,0.27,-12.35,3.53,-13.50,6.45,-12.35,27.39
0.00,2.00,-8.78,0.26,-24.30,0.26,-13.37,3.54,-14.05,6.47,-13.37,44.97
0.00,3.00,-8.78,0.26,-27.74,0.27,-13.59,3.53,-14.10,6.44,-13.59,50.99
