noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
-1.00,0.00,-8.67,0.24,-8.28,0.26,-11.15,3.55,-12.80,6.51,-11.15,-34.61
-1.00,1.00,-8.67,0.24,-17.46,0.26,-12.25,3.56,-13.58,6.49,-12.25,29.81
-1.00,2.00,-8.67,0.24,-24.06,0.26,-13.24,3.56,-13.98,6.49,-13.24,44.99
-1.00,3.00,-8.67,0.24,-27.60,0.27,-13.66,3.54,-14.51,6.49,-13.66,50.49
