noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
-1.00,0.00,96.80,0.48,100.14,0.51,53.48,4.10,70.18,7.26,70.18,-29.91
-1.00,1.00,96.80,0.48,23.66,0.52,18.44,4.07,20.06,7.29,20.06,-15.20
-1.00,2.00,96.80,0.48,8.35,0.51,9.05,4.09,7.67,7.28,9.05,8.33
-1.00,3.00,96.80,0.48,2.35,0.52,5.29,4.09,2.74,7.25,5.29,125.40
