noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
0.00,0.00,143.78,-48.25,147.86,-49.57,4.93,13.86,79.69,-26.77,2.66,16.82,64.16,-21.57,2.14,17.59,155.21,-52.07,5.17,13.49,106.39,-35.73,3.55,14.10,129.41,-43.47,4.31,13.09,118.99,-39.87,3.97,13.92,106.39,-26.77,-28.05,45.99
0.00,1.00,143.78,-48.25,38.66,-14.15,1.29,17.14,29.55,-10.82,0.98,19.02,30.41,-11.31,1.01,18.45,38.55,-14.11,1.28,17.65,37.61,-14.11,1.25,17.41,41.48,-15.42,1.38,16.77,37.65,-14.78,1.25,17.00,37.61,-10.82,-2.72,23.52
0.00,2.00,143.78,-48.25,23.36,-13.94,0.78,18.86,22.20,-12.55,0.74,19.50,19.24,-12.36,0.64,19.52,21.34,-12.39,0.71,19.30,23.14,-14.99,0.77,19.46,24.82,-14.23,0.83,18.55,23.55,-15.12,0.79,19.10,23.14,-12.55,-0.96,9.99
0.00,3.00,143.78,-48.25,21.94,-16.55,0.73,19.18,17.70,-15.01,0.59,20.04,19.31,-15.58,0.64,19.58,19.76,-15.01,0.66,19.54,20.29,-16.86,0.68,19.22,17.21,-15.10,0.57,19.82,19.01,-18.84,0.63,19.71,20.29,-15.01,-7.52,9.31
