noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
-1.00,0.00,146.21,-52.09,149.14,-52.99,4.97,13.86,71.89,-26.68,2.40,17.50,75.08,-27.32,2.50,17.14,151.99,-54.12,5.07,13.64,100.58,-36.59,3.35,14.39,124.88,-44.62,4.16,13.85,113.10,-41.07,3.77,14.26,100.58,-26.68,-32.56,49.65
-1.00,1.00,146.21,-52.09,34.69,-15.89,1.16,17.82,25.88,-12.50,0.86,19.26,23.25,-12.31,0.78,19.20,32.10,-15.34,1.07,18.40,27.56,-15.16,0.92,18.38,32.92,-16.40,1.10,18.05,30.60,-16.46,1.02,18.01,27.56,-12.50,-20.54,21.31
-1.00,2.00,146.21,-52.09,19.54,-16.07,0.65,19.70,16.57,-13.93,0.55,20.22,19.65,-16.02,0.66,19.62,22.05,-15.67,0.73,19.32,19.27,-17.63,0.64,20.05,21.07,-16.83,0.70,19.25,19.24,-17.55,0.64,19.65,19.27,-13.93,-1.34,13.32
-1.00,3.00,146.21,-52.09,17.66,-18.04,0.59,19.46,16.05,-17.21,0.54,20.20,15.15,-17.14,0.51,20.21,18.56,-17.40,0.62,19.43,18.82,-19.71,0.63,19.53,17.51,-18.60,0.58,19.84,18.94,-21.59,0.63,19.83,18.82,-17.21,6.58,4.61
