noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
0.00,0.00,79.09,-28.55,84.34,-30.25,2.81,15.94,63.86,-22.59,2.13,17.89,53.96,-19.96,1.80,17.79,84.79,-29.70,2.83,15.90,59.21,-22.55,1.97,16.13,74.36,-26.84,2.48,15.89,63.52,-24.34,2.12,16.64,63.86,-22.55,-24.28,25.46
0.00,1.00,79.09,-28.55,27.71,-14.69,0.92,18.65,21.60,-11.00,0.72,20.11,24.52,-13.90,0.82,19.11,27.82,-13.73,0.93,18.80,27.94,-15.81,0.93,18.51,24.90,-14.19,0.83,18.88,25.99,-16.57,0.87,18.63,27.94,-11.00,0.81,25.13
0.00,2.00,79.09,-28.55,21.19,-18.01,0.71,19.15,16.20,-13.90,0.54,20.24,18.11,-17.21,0.60,19.77,19.05,-14.95,0.64,19.58,17.40,-17.91,0.58,20.11,20.02,-17.30,0.67,19.12,20.06,-18.69,0.67,19.76,17.40,-13.90,-17.88,22.85
0.00,3.00,79.09,-28.55,16.65,-18.53,0.56,19.99,15.68,-17.69,0.52,20.20,16.16,-18.02,0.54,19.92,16.16,-16.75,0.54,20.02,17.66,-19.38,0.59,19.61,15.79,-18.47,0.53,20.13,17.10,-21.00,0.57,19.97,17.66,-17.69,6.08,4.51
