noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
-1.00,0.00,98.78,-33.99,100.39,-34.51,3.35,14.52,48.60,-17.47,1.62,17.78,51.56,-18.26,1.72,18.00,98.17,-34.08,3.27,14.28,79.65,-29.22,2.65,14.69,101.03,-35.05,3.37,13.77,71.17,-25.50,2.37,15.54,79.65,-17.47,-20.66,49.37
-1.00,1.00,98.78,-33.99,33.45,-15.42,1.11,18.00,23.32,-11.85,0.78,19.52,24.30,-12.28,0.81,18.95,34.54,-15.75,1.15,17.71,27.26,-15.18,0.91,18.48,33.56,-16.36,1.12,18.27,33.83,-16.95,1.13,17.71,27.26,-11.85,-18.50,23.19
-1.00,2.00,98.78,-33.99,22.31,-17.14,0.74,19.27,19.80,-15.35,0.66,20.00,19.95,-16.03,0.67,19.53,20.96,-15.59,0.70,19.41,20.18,-17.89,0.67,19.80,24.38,-17.70,0.81,18.64,22.24,-18.53,0.74,19.46,20.18,-15.35,-9.58,10.43
-1.00,3.00,98.78,-33.99,17.62,-17.98,0.59,19.70,17.40,-17.76,0.58,19.99,18.26,-18.29,0.61,19.82,19.88,-18.00,0.66,19.26,17.25,-19.25,0.57,19.52,18.15,-18.36,0.60,19.78,18.68,-21.20,0.62,19.61,17.40,-17.76,-1.28,1.25
