noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
-1.00,0.00,146.32,-49.14,146.96,-49.32,4.90,13.81,80.44,-27.04,2.68,16.93,66.15,-22.23,2.21,17.61,157.16,-52.75,5.24,13.61,108.08,-36.28,3.60,14.10,129.38,-43.37,4.31,13.26,115.76,-38.74,3.86,14.26,108.08,-27.04,-26.46,45.17
-1.00,1.00,146.32,-49.14,40.20,-14.64,1.34,17.14,29.70,-10.90,0.99,19.00,29.36,-11.01,0.98,18.37,38.59,-14.13,1.29,17.59,34.50,-13.11,1.15,17.63,37.69,-14.10,1.26,16.92,35.96,-14.15,1.20,17.23,34.50,-10.90,-14.18,25.57
-1.00,2.00,146.32,-49.14,23.62,-14.04,0.79,18.78,20.14,-11.76,0.67,19.79,19.73,-12.60,0.66,19.48,21.23,-12.42,0.71,19.40,21.90,-14.39,0.73,19.54,23.62,-13.82,0.79,18.60,21.00,-14.46,0.70,19.37,21.90,-11.76,-7.30,16.21
-1.00,3.00,146.32,-49.14,20.66,-16.15,0.69,19.20,17.96,-14.85,0.60,19.76,18.98,-15.45,0.63,19.72,19.91,-15.14,0.66,19.34,19.73,-16.63,0.66,19.28,18.45,-15.55,0.61,19.80,19.01,-18.62,0.63,19.76,19.73,-14.85,-4.54,8.05
