noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
0.00,0.00,97.80,-33.63,95.29,-32.87,3.18,14.86,50.62,-18.18,1.69,17.73,52.09,-18.32,1.74,17.65,98.62,-34.22,3.29,14.47,78.83,-28.86,2.63,14.45,104.14,-36.13,3.47,13.73,70.35,-25.21,2.35,15.47,78.83,-18.18,-17.28,44.71
0.00,1.00,97.80,-33.63,34.50,-15.89,1.15,17.83,25.09,-12.29,0.84,19.51,25.39,-12.53,0.85,18.97,33.11,-15.27,1.10,17.84,28.12,-15.36,0.94,18.57,32.85,-16.25,1.09,18.27,35.74,-17.78,1.19,17.56,28.12,-12.29,-18.48,22.63
0.00,2.00,97.80,-33.63,21.68,-17.10,0.72,19.22,18.45,-15.06,0.61,19.98,19.43,-15.89,0.65,19.66,21.64,-15.91,0.72,19.31,21.71,-18.09,0.72,19.64,23.44,-17.36,0.78,18.94,21.15,-18.10,0.70,19.39,21.71,-15.06,0.17,11.91
0.00,3.00,97.80,-33.63,16.50,-17.68,0.55,19.79,16.76,-17.79,0.56,19.94,18.90,-18.42,0.63,19.76,19.61,-17.73,0.65,19.27,18.04,-19.66,0.60,19.37,18.64,-18.41,0.62,19.90,17.51,-21.05,0.58,19.88,18.04,-17.79,9.32,-0.60
