noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
1.00,0.00,150.82,-53.57,141.90,-50.63,4.73,13.65,74.25,-27.39,2.48,17.52,74.29,-27.19,2.48,17.15,151.50,-54.08,5.05,13.58,93.41,-34.04,3.11,14.73,126.41,-45.20,4.21,14.03,108.67,-39.54,3.62,14.24,93.41,-27.39,-34.17,45.91
1.00,1.00,150.82,-53.57,34.20,-15.96,1.14,17.89,25.46,-12.44,0.85,19.44,24.52,-12.66,0.82,19.09,31.20,-14.94,1.04,18.34,27.90,-15.36,0.93,18.57,33.94,-16.62,1.13,18.15,29.96,-16.08,1.00,17.90,27.90,-12.44,-18.42,22.08
1.00,2.00,150.82,-53.57,19.80,-16.09,0.66,19.61,16.84,-13.84,0.56,20.22,20.66,-16.40,0.69,19.77,21.52,-15.50,0.72,19.39,20.36,-17.72,0.68,19.72,21.64,-16.99,0.72,18.96,19.88,-17.68,0.66,19.82,20.36,-13.84,2.84,13.94
1.00,3.00,150.82,-53.57,16.95,-17.71,0.56,19.55,15.11,-16.89,0.50,20.22,15.56,-17.22,0.52,20.12,18.68,-17.35,0.62,19.47,17.96,-19.44,0.60,19.52,17.06,-18.60,0.57,19.92,17.55,-21.23,0.58,20.00,17.96,-16.89,5.97,4.63
