noise_mu,action_noise_std,reward_pred_no_noise,reward_prey_no_noise,reward_pred_noise_no_diffusion,reward_prey_noise_no_diffusion,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
-1.00,0.00,79.28,-28.68,84.22,-30.14,2.81,15.77,62.10,-21.99,2.07,17.69,57.08,-21.03,1.90,17.90,87.26,-30.47,2.91,15.77,55.95,-21.57,1.86,16.04,76.99,-27.74,2.57,15.68,60.00,-22.97,2.00,16.71,62.10,-21.57,-26.27,28.43
-1.00,1.00,79.28,-28.68,26.44,-14.30,0.88,18.75,20.44,-10.62,0.68,20.27,24.75,-14.07,0.82,18.93,28.43,-13.98,0.95,18.70,25.27,-14.98,0.84,18.79,26.10,-14.69,0.87,18.82,23.66,-15.87,0.79,18.86,25.27,-10.62,-4.40,25.74
-1.00,2.00,79.28,-28.68,20.48,-17.51,0.68,19.41,16.76,-14.22,0.56,20.23,17.70,-16.89,0.59,19.78,17.51,-14.54,0.58,19.63,18.30,-18.14,0.61,20.22,21.11,-17.70,0.70,19.18,19.05,-18.41,0.64,19.48,18.30,-14.22,-10.62,18.81
-1.00,3.00,79.28,-28.68,15.53,-18.04,0.52,19.92,17.10,-18.29,0.57,19.89,16.27,-18.14,0.54,19.95,15.11,-16.73,0.50,20.11,17.02,-19.21,0.57,19.54,15.30,-18.34,0.51,20.27,17.36,-21.04,0.58,19.81,17.10,-18.29,10.14,-1.40
