noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,62.70,0.47,65.64,0.50,18.94,3.51,7.21,6.15,18.94,-71.15
0.00,1.00,62.70,0.47,19.06,0.49,21.68,3.48,11.27,6.14,21.68,13.72
0.00,2.00,62.70,0.47,4.27,0.47,17.63,3.65,7.15,6.35,17.63,312.61
0.00,3.00,62.70,0.47,-1.21,0.53,15.90,3.64,8.01,6.36,15.90,1417.91
