noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1.00,0.00,4.00,1.84,4.16,1.69,0.39,7.84,3.51,12.01,3.51,-15.64
1.00,1.00,4.00,1.84,-5.84,1.99,-4.26,7.96,-2.76,12.14,-2.76,52.66
1.00,2.00,4.00,1.84,-17.36,2.33,-5.89,7.64,-6.90,12.33,-5.89,66.08
1.00,3.00,4.00,1.84,-23.89,1.62,-7.18,7.94,-9.49,12.23,-7.18,69.94
