noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,-30.18,0.39,-31.38,0.43,-60.07,3.33,-62.10,5.63,-60.07,-91.45
0.00,1.00,-30.18,0.39,-89.93,0.48,-59.60,3.39,-64.63,5.62,-59.60,33.73
0.00,2.00,-30.18,0.39,-153.69,0.43,-59.98,3.58,-61.18,5.64,-59.98,60.98
0.00,3.00,-30.18,0.39,-178.88,0.42,-63.15,3.61,-64.58,5.62,-63.15,64.70
