noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
-1.00,0.00,-462.18,0.77,-459.06,0.82,-471.71,3.96,-452.02,6.41,-452.02,1.53
-1.00,1.00,-462.18,0.77,-552.46,0.82,-544.33,3.82,-558.30,6.41,-544.33,1.47
-1.00,2.00,-462.18,0.77,-638.32,0.83,-597.40,3.94,-635.05,7.02,-597.40,6.41
-1.00,3.00,-462.18,0.77,-687.14,0.83,-626.33,3.83,-670.74,6.40,-626.33,8.85
