noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
-1.00,0.00,-8.90,1.09,-8.56,1.12,-10.68,6.68,-13.26,10.33,-10.68,-24.82
-1.00,1.00,-8.90,1.09,-17.54,1.73,-11.86,6.66,-13.45,10.60,-11.86,32.41
-1.00,2.00,-8.90,1.09,-24.91,1.48,-13.21,6.79,-13.84,10.29,-13.21,46.97
-1.00,3.00,-8.90,1.09,-27.54,1.74,-13.64,6.70,-14.09,10.48,-13.64,50.47
