noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1.00,0.00,103.83,0.99,105.88,1.05,52.57,4.37,58.61,6.90,58.61,-44.64
1.00,1.00,103.83,0.99,25.05,1.06,18.26,4.27,20.40,6.91,20.40,-18.54
1.00,2.00,103.83,0.99,8.60,1.05,9.51,4.23,6.37,6.90,9.51,10.55
1.00,3.00,103.83,0.99,2.84,1.05,5.70,4.18,2.42,6.91,5.70,100.34
