noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,-60.36,0.24,-55.79,0.26,-60.79,3.43,-63.34,6.26,-60.79,-8.96
0.00,1.00,-60.36,0.24,-80.58,0.26,-60.29,3.43,-62.68,6.29,-60.29,25.18
0.00,2.00,-60.36,0.24,-127.76,0.26,-61.36,3.43,-66.99,6.28,-61.36,51.97
0.00,3.00,-60.36,0.24,-170.76,0.26,-59.41,3.45,-62.66,6.27,-59.41,65.21
