noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1.00,0.00,4.27,0.36,4.29,0.38,1.02,3.86,4.21,6.89,4.21,-1.86
1.00,1.00,4.27,0.36,-2.63,0.39,-2.08,3.82,-0.24,6.88,-0.24,90.96
1.00,2.00,4.27,0.36,-13.98,0.39,-5.30,3.84,-5.50,6.88,-5.30,62.08
1.00,3.00,4.27,0.36,-21.93,0.38,-6.07,3.84,-8.03,6.88,-6.07,72.31
