noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,4.27,0.35,3.90,0.37,2.05,3.77,5.11,6.81,5.11,31.06
0.00,1.00,4.27,0.35,-4.00,0.37,-1.75,3.78,-0.47,6.82,-0.47,88.28
0.00,2.00,4.27,0.35,-15.21,0.38,-4.19,3.77,-5.83,6.81,-4.19,72.45
0.00,3.00,4.27,0.35,-23.48,0.37,-5.77,3.77,-8.83,6.81,-5.77,75.42
