noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
-1.00,0.00,-8.36,0.25,-8.74,0.27,-10.87,3.54,-13.43,6.47,-10.87,-24.31
-1.00,1.00,-8.36,0.25,-17.86,0.26,-12.15,3.54,-13.39,6.47,-12.15,31.95
-1.00,2.00,-8.36,0.25,-23.97,0.27,-13.38,3.55,-14.00,6.51,-13.38,44.19
-1.00,3.00,-8.36,0.25,-28.05,0.26,-14.16,3.53,-14.21,6.48,-14.16,49.50
