noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,-8.87,0.25,-8.98,0.26,-10.76,3.51,-13.25,6.39,-10.76,-19.79
0.00,1.00,-8.87,0.25,-17.17,0.26,-12.16,3.49,-14.00,6.38,-12.16,29.17
0.00,2.00,-8.87,0.25,-24.32,0.26,-13.40,3.49,-14.26,6.38,-13.40,44.90
0.00,3.00,-8.87,0.25,-27.63,0.26,-13.64,3.50,-14.65,6.39,-13.64,50.63
