noise_mu,action_noise_std,reward_no_noise,clean_time,reward_noise_no_diffusion,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
-1.00,0.00,4.74,0.39,4.63,0.39,1.86,3.80,4.87,6.86,4.87,5.10
-1.00,1.00,4.74,0.39,-3.52,0.38,-1.87,3.80,-0.51,6.82,-0.51,85.35
-1.00,2.00,4.74,0.39,-15.51,0.38,-4.13,3.80,-5.68,6.84,-4.13,73.38
-1.00,3.00,4.74,0.39,-23.87,0.39,-6.41,3.81,-9.71,6.84,-6.41,73.16
