noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,-33.94,-34.83,-58.49,-63.67,-125.79,-58.49,-67.94
0.00,0.40,-33.94,-42.93,-56.95,-62.50,-122.51,-56.95,-32.67
0.00,0.80,-33.94,-68.92,-57.21,-67.07,-129.61,-57.21,16.99
0.00,1.20,-33.94,-93.55,-58.94,-59.23,-120.85,-58.94,36.99
0.00,1.60,-33.94,-114.55,-57.14,-65.24,-113.18,-57.14,50.12
0.00,2.00,-33.94,-137.36,-57.61,-63.48,-127.21,-57.61,58.06
0.00,2.40,-33.94,-152.45,-59.28,-63.42,-129.37,-59.28,61.11
0.00,2.80,-33.94,-168.17,-60.49,-62.99,-119.74,-60.49,64.03
0.00,3.00,-33.94,-167.37,-58.42,-63.05,-120.53,-58.42,65.10
