noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1.00,0.00,-31.25,-32.42,-57.10,-63.04,-118.95,-57.10,-76.10
1.00,1.00,-31.25,-78.82,-59.27,-62.73,-115.85,-59.27,24.79
1.00,2.00,-31.25,-141.25,-58.13,-63.33,-114.82,-58.13,58.84
1.00,3.00,-31.25,-185.07,-59.21,-64.99,-126.49,-59.21,68.01
