noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
-1.00,0.00,-8.80,-8.84,-10.72,-13.35,-14.63,-10.72,-21.22
-1.00,1.00,-8.80,-17.18,-12.06,-13.36,-15.39,-12.06,29.77
-1.00,2.00,-8.80,-23.83,-12.54,-14.04,-15.74,-12.54,47.36
-1.00,3.00,-8.80,-28.08,-13.41,-13.75,-15.38,-13.41,52.23
