noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1.00,0.00,4.62,4.10,0.53,3.54,-27.26,3.54,-13.57
1.00,1.00,4.62,-6.72,-3.34,-2.44,-513.81,-2.44,63.75
1.00,2.00,4.62,-18.21,-5.95,-6.22,-1188.52,-5.95,67.32
1.00,3.00,4.62,-24.48,-7.77,-8.79,-1618.12,-7.77,68.26
