noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1.00,0.00,-8.72,-8.53,-10.60,-13.66,-14.56,-10.60,-24.33
1.00,1.00,-8.72,-17.05,-11.66,-13.78,-15.63,-11.66,31.61
1.00,2.00,-8.72,-24.29,-12.97,-14.35,-15.82,-12.97,46.59
1.00,3.00,-8.72,-27.01,-13.60,-14.49,-15.93,-13.60,49.65
