noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,-8.80,-8.74,-10.82,-13.31,-14.36,-10.82,-23.79
0.00,0.40,-8.80,-10.59,-10.94,-13.64,-15.05,-10.94,-3.39
0.00,0.80,-8.80,-15.14,-11.72,-13.85,-15.00,-11.72,22.60
0.00,1.20,-8.80,-18.90,-11.88,-13.59,-15.18,-11.88,37.14
0.00,1.60,-8.80,-22.36,-12.40,-14.06,-15.36,-12.40,44.54
0.00,2.00,-8.80,-24.35,-12.99,-13.88,-15.78,-12.99,46.67
0.00,2.40,-8.80,-26.18,-13.54,-14.01,-15.39,-13.54,48.27
0.00,2.80,-8.80,-26.89,-13.32,-13.98,-16.10,-13.32,50.46
0.00,3.00,-8.80,-28.44,-13.20,-14.36,-16.15,-13.20,53.57
