noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,-403.88,-402.76,-437.82,-383.98,-669.88,-383.98,4.66
0.00,0.40,-403.88,-436.67,-461.57,-427.80,-1000.54,-427.80,2.03
0.00,0.80,-403.88,-516.15,-509.93,-527.54,-2107.06,-509.93,1.21
0.00,1.20,-403.88,-579.90,-546.08,-607.48,-3128.58,-546.08,5.83
0.00,1.60,-403.88,-606.54,-574.14,-665.87,-3873.79,-574.14,5.34
0.00,2.00,-403.88,-640.21,-595.42,-697.68,-4529.04,-595.42,7.00
0.00,2.40,-403.88,-665.82,-609.38,-741.36,-5040.16,-609.38,8.48
0.00,2.80,-403.88,-683.86,-623.04,-749.85,-5232.67,-623.04,8.89
0.00,3.00,-403.88,-685.71,-630.09,-770.06,-5407.89,-630.09,8.11
