noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,3.54,3.56,0.53,3.53,2.76,3.53,-0.99
0.00,0.40,3.54,1.72,-0.20,2.31,-25.06,2.31,33.91
0.00,0.80,3.54,-1.09,-2.23,0.12,-198.41,0.12,110.67
0.00,1.20,3.54,-6.24,-3.59,-1.43,-490.44,-1.43,77.12
0.00,1.60,3.54,-11.20,-4.36,-3.43,-775.56,-3.43,69.39
0.00,2.00,3.54,-15.35,-4.90,-5.20,-1029.63,-4.90,68.06
0.00,2.40,3.54,-18.07,-6.33,-6.30,-1185.07,-6.30,65.13
0.00,2.80,3.54,-20.37,-6.18,-7.55,-1449.47,-6.18,69.67
0.00,3.00,3.54,-22.49,-7.19,-7.29,-1522.98,-7.19,68.05
