sp_prob,reward_pred_noisy,reward_prey_noisy,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
0.00,98.96,-34.03,3.30,14.54,47.02,-16.68,1.57,18.01,49.24,-17.41,1.64,17.91,100.35,-34.76,3.35,14.37,75.45,-27.71,2.52,15.35,103.42,-36.05,3.45,13.89,71.25,-25.44,2.38,15.34,75.45,-16.68,-23.76,50.99
0.10,85.35,-30.89,2.85,15.08,46.99,-18.41,1.57,17.85,42.19,-17.27,1.41,18.21,82.88,-30.42,2.76,15.10,69.97,-30.29,2.33,15.00,90.56,-33.73,3.02,14.60,59.51,-26.21,1.98,15.97,69.97,-18.41,-18.01,40.39
0.25,60.67,-27.23,2.02,16.45,37.73,-18.26,1.26,18.18,34.39,-17.02,1.15,18.49,64.76,-28.51,2.16,15.76,48.19,-31.11,1.61,16.34,71.33,-31.92,2.38,14.98,45.08,-28.93,1.50,16.36,48.19,-18.26,-20.58,32.95
0.50,38.66,-31.80,1.29,17.40,27.04,-24.34,0.90,18.85,22.73,-25.45,0.76,19.39,38.02,-27.49,1.27,17.40,27.07,-41.77,0.90,17.76,39.08,-30.18,1.30,16.84,25.88,-39.39,0.86,18.07,27.07,-24.34,-29.97,23.46
0.75,22.20,-41.22,0.74,18.33,21.30,-36.39,0.71,18.92,16.84,-39.62,0.56,19.50,24.79,-35.95,0.83,17.92,17.55,-61.75,0.58,18.27,23.44,-41.68,0.78,17.99,15.56,-57.85,0.52,19.02,21.30,-36.39,-4.05,11.71
1.00,15.60,-61.08,0.52,18.96,15.22,-52.70,0.51,19.27,12.97,-63.03,0.43,19.87,14.18,-51.98,0.47,19.38,12.00,-80.19,0.40,19.19,14.96,-61.53,0.50,18.98,12.11,-80.08,0.40,19.26,15.22,-52.70,-2.40,13.72
