sp_prob,reward_pred_noisy,reward_prey_noisy,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
0.00,154.99,-52.06,5.17,13.88,78.38,-26.31,2.61,17.16,74.14,-24.97,2.47,17.42,157.01,-52.64,5.23,13.57,104.33,-35.02,3.48,14.00,130.24,-43.95,4.34,13.15,111.94,-37.50,3.73,14.73,104.33,-26.31,-32.69,49.45
0.10,121.05,-41.22,4.04,14.38,65.51,-22.53,2.18,17.29,62.14,-21.67,2.07,17.79,127.20,-43.14,4.24,14.02,84.67,-31.72,2.82,14.62,109.72,-37.48,3.66,14.41,83.81,-31.29,2.79,15.11,84.67,-22.53,-30.05,45.36
0.25,81.79,-30.42,2.73,15.44,53.21,-20.29,1.77,17.66,52.50,-20.39,1.75,17.50,86.92,-32.13,2.90,14.82,60.04,-28.47,2.00,15.35,75.97,-28.86,2.53,15.37,54.49,-25.12,1.82,15.97,60.04,-20.29,-26.59,33.30
0.50,45.26,-26.15,1.51,16.75,33.15,-21.13,1.10,18.25,35.62,-22.72,1.19,17.93,42.60,-23.50,1.42,17.25,36.04,-32.72,1.20,16.82,51.60,-28.25,1.72,16.39,27.41,-28.20,0.91,17.38,36.04,-21.13,-20.38,19.19
0.75,25.84,-35.10,0.86,17.61,24.26,-31.13,0.81,18.73,21.75,-34.24,0.72,18.48,25.65,-31.24,0.85,17.59,21.30,-44.88,0.71,17.58,23.18,-34.67,0.77,17.78,19.69,-43.89,0.66,17.94,24.26,-31.13,-6.10,11.30
1.00,16.76,-52.08,0.56,18.78,17.40,-43.18,0.58,18.89,15.11,-51.50,0.50,18.96,19.39,-43.42,0.65,17.79,17.10,-61.62,0.57,18.23,15.00,-50.28,0.50,18.62,17.06,-60.86,0.57,18.47,17.40,-43.18,3.80,17.08
