sp_prob,reward_pred_noisy,reward_prey_noisy,captures_noisy,survival_noisy,reward_pred_with_diff_t20,reward_prey_with_diff_t20,captures_diff_t20,survival_diff_t20,reward_pred_predator_only_t20,reward_prey_predator_only_t20,captures_predator_only_t20,survival_predator_only_t20,reward_pred_prey_only_t20,reward_prey_prey_only_t20,captures_prey_only_t20,survival_prey_only_t20,reward_pred_with_diff_t40,reward_prey_with_diff_t40,captures_diff_t40,survival_diff_t40,reward_pred_predator_only_t40,reward_prey_predator_only_t40,captures_predator_only_t40,survival_predator_only_t40,reward_pred_prey_only_t40,reward_prey_prey_only_t40,captures_prey_only_t40,survival_prey_only_t40,best_reward_pred_with_diffusion,best_reward_prey_with_diffusion,pct_inc_pred_vs_no_diffusion,pct_inc_prey_vs_no_diffusion
0.00,146.21,-52.43,4.87,13.91,78.97,-28.91,2.63,17.21,73.84,-27.01,2.46,17.28,151.65,-54.55,5.05,13.64,94.16,-34.38,3.14,14.11,122.33,-43.78,4.08,14.12,104.66,-38.21,3.49,14.43,94.16,-28.91,-35.60,44.85
0.10,123.19,-45.75,4.11,14.43,59.44,-23.31,1.98,17.90,58.27,-23.49,1.94,18.28,116.74,-44.62,3.89,14.78,70.58,-31.49,2.35,15.39,110.21,-41.35,3.67,14.57,82.50,-35.46,2.75,15.06,70.58,-23.31,-42.71,49.04
0.25,85.09,-36.92,2.84,15.91,47.44,-25.00,1.58,18.72,44.81,-23.20,1.49,18.96,81.30,-37.03,2.71,15.67,50.81,-33.03,1.69,16.63,72.90,-33.03,2.43,16.06,58.46,-34.23,1.95,16.40,50.81,-25.00,-40.28,32.28
0.50,41.25,-37.18,1.38,17.43,31.31,-29.80,1.04,19.02,35.62,-33.03,1.19,18.44,40.58,-32.64,1.35,17.52,28.05,-41.15,0.94,17.98,40.58,-35.12,1.35,17.41,29.36,-45.93,0.98,17.97,31.31,-29.80,-24.09,19.86
0.75,23.59,-48.65,0.79,18.68,19.31,-43.96,0.64,19.61,18.19,-47.70,0.61,19.87,25.46,-43.32,0.85,17.80,15.86,-61.87,0.53,19.25,24.11,-48.73,0.80,18.30,15.60,-64.49,0.52,19.18,19.31,-43.96,-18.12,9.63
1.00,12.38,-75.65,0.41,20.27,12.82,-65.45,0.43,19.88,10.57,-70.55,0.35,20.75,14.32,-65.18,0.48,19.41,11.21,-88.30,0.37,19.71,12.45,-74.43,0.41,19.61,9.49,-90.77,0.32,20.24,12.82,-65.45,3.64,13.48
