noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1.00,0.00,-8.75,-8.90,-10.30,-13.40,-14.52,-10.30,-15.71
1.00,1.00,-8.75,-17.39,-12.13,-13.86,-15.29,-12.13,30.24
1.00,2.00,-8.75,-24.69,-13.39,-14.28,-15.96,-13.39,45.75
1.00,3.00,-8.75,-26.77,-13.53,-14.01,-16.21,-13.53,49.46
