noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,4.12,4.35,1.26,3.62,-0.74,3.62,-16.81
0.00,0.40,4.12,3.04,0.66,3.46,-40.64,3.46,13.87
0.00,0.80,4.12,-0.42,-0.75,1.05,-239.15,1.05,351.94
0.00,1.20,4.12,-6.02,-2.75,-1.13,-531.16,-1.13,81.15
0.00,1.60,4.12,-11.16,-4.31,-2.97,-834.51,-2.97,73.38
0.00,2.00,4.12,-14.44,-5.72,-4.10,-1099.66,-4.10,71.62
0.00,2.40,4.12,-17.21,-5.80,-5.54,-1249.87,-5.54,67.82
0.00,2.80,4.12,-21.54,-6.04,-6.97,-1435.94,-6.04,71.94
0.00,3.00,4.12,-22.63,-6.24,-7.92,-1520.50,-6.24,72.43
