noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,3.86,4.50,0.46,3.82,-25.69,3.82,-15.27
0.00,0.40,3.86,1.00,-1.20,2.49,-78.43,2.49,147.57
0.00,0.80,3.86,-3.18,-3.08,-0.69,-348.93,-0.69,78.19
0.00,1.20,3.86,-9.72,-4.70,-2.52,-656.83,-2.52,74.11
0.00,1.60,3.86,-13.42,-5.20,-5.30,-1029.21,-5.20,61.22
0.00,2.00,3.86,-17.65,-5.97,-7.07,-1184.94,-5.97,66.20
0.00,2.40,3.86,-21.23,-6.79,-7.92,-1425.86,-6.79,68.03
0.00,2.80,3.86,-24.24,-7.58,-8.55,-1510.58,-7.58,68.72
0.00,3.00,3.86,-23.96,-7.06,-8.96,-1601.17,-7.06,70.53
