noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
1.00,0.00,-32.21,-32.51,-54.17,-63.86,-135.91,-54.17,-66.62
1.00,1.00,-32.21,-81.13,-57.23,-62.99,-126.59,-57.23,29.46
1.00,2.00,-32.21,-145.85,-58.61,-60.15,-120.77,-58.61,59.82
1.00,3.00,-32.21,-182.00,-58.84,-62.13,-124.24,-58.84,67.67
