noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
-1.00,0.00,-420.08,-416.61,-440.03,-401.75,-634.68,-401.75,3.57
-1.00,1.00,-420.08,-541.17,-529.32,-567.13,-2369.68,-529.32,2.19
-1.00,2.00,-420.08,-632.22,-594.70,-694.27,-4197.55,-594.70,5.93
-1.00,3.00,-420.08,-680.45,-619.08,-759.55,-5167.28,-619.08,9.02
