noise_mu,action_noise_std,reward_no_noise,reward_noise_no_diffusion,reward_with_diff_t20,reward_with_diff_t40,reward_with_diff_t60,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,0.00,-8.36,-8.39,-10.47,-13.45,-14.10,-10.47,-24.84
0.00,0.40,-8.36,-10.23,-11.31,-13.36,-15.03,-11.31,-10.54
0.00,0.80,-8.36,-14.94,-11.52,-13.86,-14.66,-11.52,22.88
0.00,1.20,-8.36,-19.14,-12.03,-14.10,-15.02,-12.03,37.11
0.00,1.60,-8.36,-22.19,-12.62,-13.63,-15.44,-12.62,43.14
0.00,2.00,-8.36,-25.07,-12.90,-14.07,-15.86,-12.90,48.53
0.00,2.40,-8.36,-25.04,-12.97,-13.89,-15.41,-12.97,48.21
0.00,2.80,-8.36,-27.65,-13.57,-14.21,-15.57,-13.57,50.92
0.00,3.00,-8.36,-27.46,-13.48,-13.92,-15.33,-13.48,50.91
