sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,-459.24,0.85,-472.16,3.81,-455.33,6.41,-455.33,0.85
0.10,-475.68,0.85,-482.00,3.81,-484.20,6.42,-482.00,-1.33
0.25,-505.16,0.84,-507.54,3.81,-523.73,6.42,-507.54,-0.47
0.50,-581.93,0.85,-559.57,3.78,-641.34,6.42,-559.57,3.84
0.75,-730.55,0.85,-644.27,3.74,-819.53,6.42,-644.27,11.81
1.00,-1081.60,0.85,-782.85,3.69,-1151.85,6.40,-782.85,27.62
