sp_prob,reward_noisy,no_noise_time,reward_with_diff_t20,t20_time,reward_with_diff_t40,t40_time,best_reward_with_diffusion,pct_inc_vs_no_diffusion
0.00,4.22,0.68,1.83,3.72,3.93,6.29,3.93,-6.83
0.10,4.11,0.67,1.51,3.74,3.77,7.23,3.77,-8.08
0.25,-0.28,0.68,0.37,3.74,3.37,6.29,3.37,1314.40
0.50,-11.82,0.68,0.08,3.82,-1.10,6.29,0.08,100.67
0.75,-34.81,0.67,-1.46,3.80,-8.65,6.28,-1.46,95.80
1.00,-67.08,0.67,-3.65,3.72,-20.68,6.29,-3.65,94.56
